"Daily Date","Share Code","Year High (GH¢)","Year Low (GH¢)","Previous Closing Price - VWAP (GH¢)","Opening Price (GH¢)","Last Transaction Price (GH¢)","Closing Price - VWAP (GH¢)","Price Change (GH¢)","Closing Bid Price (GH¢)","Closing Offer Price (GH¢)","Total Shares Traded","Total Value Traded (GH¢)"
"25/06/2009","AADS","0.35","0.30","0.31","0.31","0.00","0.31","0","0.31","","0.00",""
"25/06/2009","ABL","0.12","0.12","0.12","0.12","0.00","0.12","0","","","0.00",""
"25/06/2009","ACI","0.10","0.10","0.10","0.10","0.00","0.10","0","","","0.00",""
"25/06/2009","AGA","30.00","30.00","30.00","30.00","0.00","30.00","0","","","0.00",""
"25/06/2009","ALW","0.61","0.50","0.50","0.50","0.00","0.50","0","","0.50","0.00",""
"25/06/2009","AYRTN","0.16","0.16","0.16","0.16","0.00","0.16","0","","0.16","0.00",""
"25/06/2009","BOPP","1.00","0.67","0.68","0.68","0.00","0.67","0","","0.67","0.00",""
"25/06/2009","CAL","0.60","0.21","0.21","0.21","0.00","0.20","-0.01","0.19","0.22","165,600.00",""
"25/06/2009","CFAO","0.04","0.03","0.04","0.04","0.00","0.03","0","","","10,000.00",""
"25/06/2009","CLYD","0.08","0.08","0.08","0.08","0.00","0.08","0","","","0.00",""
"25/06/2009","CMLT","0.16","0.16","0.16","0.16","0.00","0.16","0","","","0.00",""
"25/06/2009","CPC","0.05","0.05","0.05","0.05","0.00","0.05","0","","0.05","0.00",""
"25/06/2009","EBG","2.88","1.97","2.06","2.06","0.00","2.05","-0.01","","","3,400.00",""
"25/06/2009","EIC","3.14","2.63","2.66","2.66","0.00","2.63","0","","2.60","0.00",""
"25/06/2009","ETI","0.45","0.15","0.16","0.16","0.00","0.15","0","0.14","0.16","89,400.00",""
"25/06/2009","FML","4.50","2.50","3.00","3.00","0.00","2.80","-0.2","2.80","","7,600.00",""
"25/06/2009","GCB","1.10","0.48","0.49","0.49","0.00","0.50","0.01","0.50","0.51","3,900.00",""
"25/06/2009","GGBL","2.00","1.26","1.27","1.27","0.00","1.26","-0.01","","1.26","100.00",""
"25/06/2009","GOIL","0.32","0.20","0.22","0.22","0.00","0.20","-0.02","","0.20","800.00",""
"25/06/2009","GSR","3.10","3.10","3.10","3.10","0.00","3.10","0","","","0.00",""
"25/06/2009","GWEB","0.05","0.05","0.05","0.05","0.00","0.05","0","","0.05","0.00",""
"25/06/2009","HFC","0.62","0.62","0.62","0.62","0.00","0.62","0","","0.60","0.00",""
"25/06/2009","MLC","0.21","0.21","0.21","0.21","0.00","0.21","0","","0.21","0.00",""
"25/06/2009","PBC","0.21","0.21","0.21","0.21","0.00","0.21","0","","0.21","0.00",""
"25/06/2009","PKL","0.07","0.07","0.07","0.07","0.00","0.07","0","","","0.00",""
"25/06/2009","PZC","1.20","1.10","1.10","1.10","0.00","1.10","0","","1.10","0.00",""
"25/06/2009","SCB","38.00","29.00","32.29","32.29","0.00","29.00","0","","29.00","300.00",""
"25/06/2009","SCB PREF","0.52","0.52","0.52","0.52","0.00","0.52","0","","","0.00",""
"25/06/2009","SG-SSB","0.68","0.46","0.49","0.49","0.00","0.46","0","","0.46","0.00",""
"25/06/2009","SIC","0.50","0.25","0.26","0.26","0.00","0.26","0","0.26","0.28","0.00",""
"25/06/2009","SPL","0.05","0.04","0.05","0.05","0.00","0.05","0","","0.05","0.00",""
"25/06/2009","SWL","0.03","0.03","0.03","0.03","0.00","0.03","0","","","0.00",""
"25/06/2009","TBL","1.33","1.33","1.33","1.33","0.00","1.33","0","","","0.00",""
"25/06/2009","TOTAL","7.60","7.60","7.60","7.60","0.00","7.60","0","","7.60","0.00",""
"25/06/2009","TRANSOL","0.11","0.11","0.11","0.11","0.00","0.11","0","","0.10","0.00",""
"25/06/2009","UNIL","4.00","3.49","3.50","3.50","0.00","3.49","-0.01","","3.49","300.00",""
"25/06/2009","UTF","0.33","0.20","0.20","0.20","0.00","0.21","0","0.20","0.21","0.00",""
"24/06/2009","AADS","0.35","0.30","0.31","0.31","0.00","0.31","0","0.31","","0.00",""
"24/06/2009","ABL","0.12","0.12","0.12","0.12","0.00","0.12","0","","","0.00",""
"24/06/2009","ACI","0.10","0.10","0.10","0.10","0.00","0.10","0","","","0.00",""
"24/06/2009","AGA","30.00","30.00","30.00","30.00","0.00","30.00","0","","","0.00",""
"24/06/2009","ALW","0.61","0.50","0.50","0.50","0.00","0.50","0","","0.50","0.00",""
"24/06/2009","AYRTN","0.16","0.16","0.16","0.16","0.00","0.16","0","","0.16","0.00",""
"24/06/2009","BOPP","1.00","0.67","0.68","0.68","0.00","0.67","0","","0.67","0.00",""
"24/06/2009","CAL","0.60","0.21","0.22","0.22","0.00","0.21","-0.01","","0.21","43,600.00",""
"24/06/2009","CFAO","0.04","0.03","0.04","0.04","0.00","0.03","0","","","0.00",""
"24/06/2009","CLYD","0.08","0.08","0.08","0.08","0.00","0.08","0","","","0.00",""
"24/06/2009","CMLT","0.16","0.16","0.16","0.16","0.00","0.16","0","","","0.00",""
"24/06/2009","CPC","0.05","0.05","0.05","0.05","0.00","0.05","0","","0.05","0.00",""
"24/06/2009","EBG","2.88","1.97","2.05","2.05","0.00","2.06","0.01","2.07","","0.00",""
"24/06/2009","EIC","3.14","2.63","2.66","2.66","0.00","2.63","0","","2.63","0.00",""
"24/06/2009","ETI","0.45","0.15","0.16","0.16","0.00","0.15","-0.01","0.14","","33,900.00",""
"24/06/2009","FML","4.50","2.50","2.76","2.76","0.00","2.80","0.2","","","2,500.00",""
"24/06/2009","GCB","1.10","0.48","0.49","0.49","0.00","0.50","0.01","","0.52","2,600.00",""
"24/06/2009","GGBL","2.00","1.27","1.29","1.29","0.00","1.27","-0.02","","1.29","1,000.00",""
"24/06/2009","GOIL","0.32","0.22","0.24","0.24","0.00","0.22","0","","0.21","0.00",""
"24/06/2009","GSR","3.10","3.10","3.10","3.10","0.00","3.10","0","","","0.00",""
"24/06/2009","GWEB","0.05","0.05","0.05","0.05","0.00","0.05","0","","0.05","0.00",""
"24/06/2009","HFC","0.62","0.62","0.62","0.62","0.00","0.62","0","","0.60","0.00",""
"24/06/2009","MLC","0.21","0.21","0.21","0.21","0.00","0.21","0","","0.21","0.00",""
"24/06/2009","PBC","0.21","0.21","0.21","0.21","0.00","0.21","0","","0.21","0.00",""
"24/06/2009","PKL","0.07","0.07","0.07","0.07","0.00","0.07","0","","","0.00",""
"24/06/2009","PZC","1.20","1.10","1.10","1.10","0.00","1.10","0","","","0.00",""
"24/06/2009","SCB","38.00","29.00","32.29","32.29","0.00","29.00","0","","","0.00",""
"24/06/2009","SCB PREF","0.52","0.52","0.52","0.52","0.00","0.52","0","","","0.00",""
"24/06/2009","SG-SSB","0.68","0.46","0.49","0.49","0.00","0.46","0","","0.45","0.00",""
"24/06/2009","SIC","0.50","0.25","0.25","0.25","0.00","0.26","0.01","0.26","","500.00",""
"24/06/2009","SPL","0.05","0.04","0.05","0.05","0.00","0.05","0","","0.05","0.00",""
"24/06/2009","SWL","0.03","0.03","0.03","0.03","0.00","0.03","0","","","0.00",""
"24/06/2009","TBL","1.33","1.33","1.33","1.33","0.00","1.33","0","","","0.00",""
"24/06/2009","TOTAL","7.60","7.60","7.60","7.60","0.00","7.60","0","","7.60","0.00",""
"24/06/2009","TRANSOL","0.11","0.11","0.11","0.11","0.00","0.11","0","","0.10","0.00",""
"24/06/2009","UNIL","4.00","3.50","3.50","3.50","0.00","3.50","0","","3.50","0.00",""
"24/06/2009","UTF","0.33","0.20","0.20","0.20","0.00","0.21","0","","0.21","800.00",""
"23/06/2009","AADS","0.35","0.30","0.31","0.31","0.00","0.31","0","0.31","","0.00",""
"23/06/2009","ABL","0.12","0.12","0.12","0.12","0.00","0.12","0","","0.12","0.00",""
"23/06/2009","ACI","0.10","0.10","0.10","0.10","0.00","0.10","0","","","0.00",""
"23/06/2009","AGA","30.00","30.00","30.00","30.00","0.00","30.00","0","","","0.00",""
"23/06/2009","ALW","0.61","0.50","0.50","0.50","0.00","0.50","0","","0.50","0.00",""
"23/06/2009","AYRTN","0.16","0.16","0.16","0.16","0.00","0.16","0","","0.16","0.00",""
"23/06/2009","BOPP","1.00","0.67","0.68","0.68","0.00","0.67","0","","0.67","0.00",""
"23/06/2009","CAL","0.60","0.22","0.24","0.22","0.00","0.22","-0.02","0.21","0.22","44,800.00",""
"23/06/2009","CFAO","0.04","0.03","0.04","0.04","0.00","0.03","0","","","0.00",""
"23/06/2009","CLYD","0.08","0.08","0.08","0.08","0.00","0.08","0","","","0.00",""
"23/06/2009","CMLT","0.16","0.16","0.16","0.16","0.00","0.16","0","","","0.00",""
"23/06/2009","CPC","0.05","0.05","0.05","0.05","0.00","0.05","0","","0.05","0.00",""
"23/06/2009","EBG","2.88","1.97","2.05","2.05","0.00","2.06","0.01","2.05","","700.00",""
"23/06/2009","EIC","3.14","2.63","2.66","2.66","0.00","2.63","0","","2.60","0.00",""
"23/06/2009","ETI","0.45","0.15","0.16","0.16","0.00","0.15","-0.01","0.14","0.16","46,700.00",""
"23/06/2009","FML","4.50","2.50","2.76","2.76","0.00","2.80","0.2","2.80","3.00","300.00",""
"23/06/2009","GCB","1.10","0.48","0.49","0.49","0.00","0.50","0.01","0.51","0.52","5,200.00",""
"23/06/2009","GGBL","2.00","1.29","1.51","1.51","0.00","1.29","-0.22","","1.29","156,200.00",""
"23/06/2009","GOIL","0.32","0.22","0.24","0.24","0.00","0.22","0","","0.21","0.00",""
"23/06/2009","GSR","3.10","3.10","3.10","3.10","0.00","3.10","0","","","0.00",""
"23/06/2009","GWEB","0.05","0.05","0.05","0.05","0.00","0.05","0","","0.05","0.00",""
"23/06/2009","HFC","0.62","0.62","0.62","0.62","0.00","0.62","0","","0.60","0.00",""
"23/06/2009","MLC","0.21","0.21","0.21","0.21","0.00","0.21","0","","0.21","0.00",""
"23/06/2009","PBC","0.21","0.21","0.21","0.21","0.00","0.21","0","","0.21","0.00",""
"23/06/2009","PKL","0.07","0.07","0.07","0.07","0.00","0.07","0","","","0.00",""
"23/06/2009","PZC","1.20","1.10","1.10","1.10","0.00","1.10","0","","1.10","0.00",""
"23/06/2009","SCB","38.00","29.00","32.29","32.29","0.00","29.00","0","","","0.00",""
"23/06/2009","SCB PREF","0.52","0.52","0.52","0.52","0.00","0.52","0","","","0.00",""
"23/06/2009","SG-SSB","0.68","0.46","0.49","0.49","0.00","0.46","0","","0.46","100.00",""
"23/06/2009","SIC","0.50","0.25","0.26","0.26","0.00","0.25","0","0.26","","0.00",""
"23/06/2009","SPL","0.05","0.04","0.05","0.05","0.00","0.05","0","","0.05","0.00",""
"23/06/2009","SWL","0.03","0.03","0.03","0.03","0.00","0.03","0","","","0.00",""
"23/06/2009","TBL","1.33","1.33","1.33","1.33","0.00","1.33","0","","","0.00",""
"23/06/2009","TOTAL","7.60","7.60","7.60","7.60","0.00","7.60","0","","7.60","0.00",""
"23/06/2009","TRANSOL","0.11","0.11","0.11","0.11","0.00","0.11","0","","0.10","0.00",""
"23/06/2009","UNIL","4.00","3.50","3.50","3.50","0.00","3.50","0","","3.50","0.00",""
"23/06/2009","UTF","0.33","0.20","0.20","0.20","0.00","0.21","0","","0.21","0.00",""
"22/06/2009","AADS","0.35","0.30","0.31","0.31","0.00","0.31","0","0.31","","0.00",""
"22/06/2009","ABL","0.12","0.12","0.12","0.12","0.00","0.12","0","","0.12","1,200.00",""
"22/06/2009","ACI","0.10","0.10","0.10","0.10","0.00","0.10","0","","","0.00",""
"22/06/2009","AGA","30.00","30.00","30.00","30.00","0.00","30.00","0","","","0.00",""
"22/06/2009","ALW","0.61","0.50","0.50","0.50","0.00","0.50","0","","0.50","0.00",""
"22/06/2009","AYRTN","0.16","0.16","0.16","0.16","0.00","0.16","0","","0.16","0.00",""
"22/06/2009","BOPP","1.00","0.67","0.68","0.68","0.00","0.67","0","","0.67","0.00",""
"22/06/2009","CAL","0.60","0.24","0.25","0.25","0.00","0.24","0","0.21","0.23","1,200.00",""
"22/06/2009","CFAO","0.04","0.03","0.04","0.04","0.00","0.03","0","0.03","","0.00",""
"22/06/2009","CLYD","0.08","0.08","0.08","0.08","0.00","0.08","0","","","0.00",""
"22/06/2009","CMLT","0.16","0.16","0.16","0.16","0.00","0.16","0","","","0.00",""
"22/06/2009","CPC","0.05","0.05","0.05","0.05","0.00","0.05","0","","0.05","0.00",""
"22/06/2009","EBG","2.88","1.97","2.00","2.00","0.00","2.05","0","2.05","2.10","700.00",""
"22/06/2009","EIC","3.14","2.63","2.66","2.66","0.00","2.63","0","","2.63","0.00",""
"22/06/2009","ETI","0.45","0.16","0.18","0.18","0.00","0.16","0","","","3,500.00",""
"22/06/2009","FML","4.50","2.50","2.76","2.76","0.00","2.80","0","2.82","","0.00",""
"22/06/2009","GCB","1.10","0.48","0.49","0.49","0.00","0.50","0","0.50","","800.00",""
"22/06/2009","GGBL","2.00","1.51","1.77","1.77","0.00","1.51","0","","1.29","0.00",""
"22/06/2009","GOIL","0.32","0.22","0.24","0.24","0.00","0.22","-0.02","","0.21","500.00",""
"22/06/2009","GSR","3.10","3.10","3.10","3.10","0.00","3.10","0","","3.10","0.00",""
"22/06/2009","GWEB","0.05","0.05","0.05","0.05","0.00","0.05","0","","0.05","0.00",""
"22/06/2009","HFC","0.62","0.62","0.62","0.62","0.00","0.62","0","","0.59","0.00",""
"22/06/2009","MLC","0.21","0.21","0.21","0.21","0.00","0.21","0","","","0.00",""
"22/06/2009","PBC","0.21","0.21","0.21","0.21","0.00","0.21","0","","0.21","0.00",""
"22/06/2009","PKL","0.07","0.07","0.07","0.07","0.00","0.07","0","","","0.00",""
"22/06/2009","PZC","1.20","1.10","1.10","1.10","0.00","1.10","0","","1.10","0.00",""
"22/06/2009","SCB","38.00","29.00","32.29","32.29","0.00","29.00","0","","","0.00",""
"22/06/2009","SCB PREF","0.52","0.52","0.52","0.52","0.00","0.52","0","","","0.00",""
"22/06/2009","SG-SSB","0.68","0.46","0.49","0.49","0.00","0.46","0","","0.46","200.00",""
"22/06/2009","SIC","0.50","0.25","0.26","0.26","0.00","0.25","0","0.26","0.25","0.00",""
"22/06/2009","SPL","0.05","0.04","0.05","0.05","0.00","0.05","0","","0.05","0.00",""
"22/06/2009","SWL","0.03","0.03","0.03","0.03","0.00","0.03","0","","","0.00",""
"22/06/2009","TBL","1.33","1.33","1.33","1.33","0.00","1.33","0","","","0.00",""
"22/06/2009","TOTAL","7.60","7.60","7.60","7.60","0.00","7.60","0","","7.60","0.00",""
"22/06/2009","TRANSOL","0.11","0.11","0.11","0.11","0.00","0.11","0","","0.10","0.00",""
"22/06/2009","UNIL","4.00","3.50","3.50","3.50","0.00","3.50","0","","3.50","2,500.00",""
"22/06/2009","UTF","0.33","0.20","0.20","0.20","0.00","0.21","0","0.20","0.21","6,200.00",""
"19/06/2009","AADS","0.35","0.30","0.31","0.31","0.00","0.31","0","0.31","","0.00",""
"19/06/2009","ABL","0.12","0.12","0.12","0.12","0.00","0.12","0","","0.12","200.00",""
"19/06/2009","ACI","0.10","0.10","0.10","0.10","0.00","0.10","0","","","0.00",""
"19/06/2009","AGA","30.00","30.00","30.00","30.00","0.00","30.00","0","","","0.00",""
"19/06/2009","ALW","0.61","0.50","0.50","0.50","0.00","0.50","0","","0.50","0.00",""
"19/06/2009","AYRTN","0.16","0.16","0.16","0.16","0.00","0.16","0","","0.16","0.00",""
"19/06/2009","BOPP","1.00","0.67","0.68","0.68","0.00","0.67","0","","0.67","0.00",""
"19/06/2009","CAL","0.60","0.24","0.25","0.25","0.00","0.24","-0.01","","0.25","18,200.00",""
"19/06/2009","CFAO","0.04","0.03","0.04","0.04","0.00","0.03","0","0.03","","0.00",""
"19/06/2009","CLYD","0.08","0.08","0.08","0.08","0.00","0.08","0","","","0.00",""
"19/06/2009","CMLT","0.16","0.16","0.16","0.16","0.00","0.16","0","","","0.00",""
"19/06/2009","CPC","0.05","0.05","0.05","0.05","0.00","0.05","0","","0.05","0.00",""
"19/06/2009","EBG","2.88","1.97","2.00","2.00","0.00","2.05","0.05","2.05","2.10","500.00",""
"19/06/2009","EIC","3.14","2.63","2.66","2.66","0.00","2.63","0","","2.60","0.00",""
"19/06/2009","ETI","0.45","0.16","0.18","0.18","0.00","0.16","-0.02","","0.16","59,900.00",""
"19/06/2009","FML","4.50","2.50","2.76","2.76","0.00","2.80","0","2.81","","0.00",""
"19/06/2009","GCB","1.10","0.48","0.49","0.49","0.00","0.50","0","0.50","","0.00",""
"19/06/2009","GGBL","2.00","1.51","1.77","1.77","0.00","1.51","0","","1.29","0.00",""
"19/06/2009","GOIL","0.32","0.24","0.28","0.28","0.00","0.24","0","","0.24","0.00",""
"19/06/2009","GSR","3.10","3.10","3.10","3.10","0.00","3.10","0","","","0.00",""
"19/06/2009","GWEB","0.05","0.05","0.05","0.05","0.00","0.05","0","","0.05","0.00",""
"19/06/2009","HFC","0.62","0.62","0.62","0.62","0.00","0.62","0","","0.60","0.00",""
"19/06/2009","MLC","0.21","0.21","0.21","0.21","0.00","0.21","0","","0.21","0.00",""
"19/06/2009","PBC","0.21","0.21","0.21","0.21","0.00","0.21","0","","0.21","0.00",""
"19/06/2009","PKL","0.07","0.07","0.07","0.07","0.00","0.07","0","","","0.00",""
"19/06/2009","PZC","1.20","1.10","1.10","1.10","0.00","1.10","0","","","0.00",""
"19/06/2009","SCB","38.00","29.00","32.29","32.29","0.00","29.00","0","","","0.00",""
"19/06/2009","SCB PREF","0.52","0.52","0.52","0.52","0.00","0.52","0","","","0.00",""
"19/06/2009","SG-SSB","0.68","0.46","0.49","0.49","0.00","0.46","-0.03","","0.46","2,200.00",""
"19/06/2009","SIC","0.50","0.25","0.26","0.26","0.00","0.25","0","0.25","","1,100.00",""
"19/06/2009","SPL","0.05","0.04","0.05","0.05","0.00","0.05","0","","0.05","0.00",""
"19/06/2009","SWL","0.03","0.03","0.03","0.03","0.00","0.03","0","","","0.00",""
"19/06/2009","TBL","1.33","1.33","1.33","1.33","0.00","1.33","0","","","0.00",""
"19/06/2009","TOTAL","7.60","7.60","7.60","7.60","0.00","7.60","0","","7.60","0.00",""
"19/06/2009","TRANSOL","0.11","0.11","0.11","0.11","0.00","0.11","0","","0.10","0.00",""
"19/06/2009","UNIL","4.00","3.50","3.50","3.50","0.00","3.50","0","3.50","","300.00",""
"19/06/2009","UTF","0.33","0.20","0.20","0.20","0.00","0.21","0","","0.21","0.00",""
"18/06/2009","AADS","0.35","0.30","0.31","0.31","0.00","0.31","0","0.31","","0.00",""
"18/06/2009","ABL","0.12","0.12","0.12","0.12","0.00","0.12","0","0.11","0.12","0.00",""
"18/06/2009","ACI","0.10","0.10","0.10","0.10","0.00","0.10","0","","","0.00",""
"18/06/2009","AGA","30.00","30.00","30.00","30.00","0.00","30.00","0","","","0.00",""
"18/06/2009","ALW","0.61","0.50","0.50","0.50","0.00","0.50","0","","0.50","0.00",""
"18/06/2009","AYRTN","0.16","0.16","0.16","0.16","0.00","0.16","0","","0.16","0.00",""
"18/06/2009","BOPP","1.00","0.67","0.68","0.68","0.00","0.67","0","","0.67","200,000.00",""
"18/06/2009","CAL","0.60","0.25","0.26","0.26","0.00","0.25","-0.01","","0.25","4,000.00",""
"18/06/2009","CFAO","0.04","0.03","0.04","0.04","0.00","0.03","0","0.03","","700.00",""
"18/06/2009","CLYD","0.08","0.08","0.08","0.08","0.00","0.08","0","","","0.00",""
"18/06/2009","CMLT","0.16","0.16","0.16","0.16","0.00","0.16","0","","","0.00",""
"18/06/2009","CPC","0.05","0.05","0.05","0.05","0.00","0.05","0","","0.05","0.00",""
"18/06/2009","EBG","2.88","1.97","2.00","2.00","0.00","2.05","0.05","","2.05","400.00",""
"18/06/2009","EIC","3.14","2.63","2.66","2.66","0.00","2.63","0","","2.60","0.00",""
"18/06/2009","ETI","0.45","0.18","0.19","0.19","0.00","0.18","-0.01","","0.17","1,300.00",""
"18/06/2009","FML","4.50","2.50","2.76","2.76","0.00","2.80","0","2.80","","200.00",""
"18/06/2009","GCB","1.10","0.48","0.49","0.49","0.00","0.50","0","0.50","0.51","6,500.00",""
"18/06/2009","GGBL","2.00","1.51","1.77","1.77","0.00","1.51","0","","1.50","0.00",""
"18/06/2009","GOIL","0.32","0.24","0.28","0.28","0.00","0.24","0","","0.24","200.00",""
"18/06/2009","GSR","3.10","3.10","3.10","3.10","0.00","3.10","0","","","0.00",""
"18/06/2009","GWEB","0.05","0.05","0.05","0.05","0.00","0.05","0","","0.05","0.00",""
"18/06/2009","HFC","0.62","0.62","0.62","0.62","0.00","0.62","0","","0.60","0.00",""
"18/06/2009","MLC","0.21","0.21","0.21","0.21","0.00","0.21","0","","0.21","500.00",""
"18/06/2009","PBC","0.21","0.21","0.21","0.21","0.00","0.21","0","","2.10","0.00",""
"18/06/2009","PKL","0.07","0.07","0.07","0.07","0.00","0.07","0","","","0.00",""
"18/06/2009","PZC","1.20","1.10","1.10","1.10","0.00","1.10","0","","1.10","0.00",""
"18/06/2009","SCB","38.00","29.00","32.29","32.29","0.00","29.00","0","","","0.00",""
"18/06/2009","SCB PREF","0.52","0.52","0.52","0.52","0.00","0.52","0","","","0.00",""
"18/06/2009","SG-SSB","0.68","0.49","0.51","0.51","0.00","0.49","0","","0.48","0.00",""
"18/06/2009","SIC","0.50","0.25","0.26","0.26","0.00","0.25","0","0.25","","5,000.00",""
"18/06/2009","SPL","0.05","0.04","0.05","0.05","0.00","0.05","0","","0.05","0.00",""
"18/06/2009","SWL","0.03","0.03","0.03","0.03","0.00","0.03","0","","","0.00",""
"18/06/2009","TBL","1.33","1.33","1.33","1.33","0.00","1.33","0","","","0.00",""
"18/06/2009","TOTAL","7.60","7.60","7.60","7.60","0.00","7.60","0","","7.60","0.00",""
"18/06/2009","TRANSOL","0.11","0.11","0.11","0.11","0.00","0.11","0","","0.10","0.00",""
"18/06/2009","UNIL","4.00","3.50","3.50","3.50","0.00","3.50","0","3.50","","5,500.00",""
"18/06/2009","UTF","0.33","0.20","0.20","0.20","0.00","0.21","0","","0.21","1,500.00",""
"17/06/2009","AADS","0.35","0.30","0.31","0.31","0.00","0.31","0","0.00","","0.00",""
"17/06/2009","ABL","0.12","0.12","0.12","0.12","0.00","0.12","0","0.11","0.12","0.00",""
"17/06/2009","ACI","0.10","0.10","0.10","0.10","0.00","0.10","0","","","0.00",""
"17/06/2009","AGA","30.00","30.00","30.00","30.00","0.00","30.00","0","","","0.00",""
"17/06/2009","ALW","0.61","0.50","0.50","0.50","0.00","0.50","0","","0.50","0.00",""
"17/06/2009","AYRTN","0.16","0.16","0.16","0.16","0.00","0.16","0","","0.16","0.00",""
"17/06/2009","BOPP","1.00","0.67","0.68","0.68","0.00","0.67","0","","","0.00",""
"17/06/2009","CAL","0.60","0.26","0.27","0.26","0.00","0.26","-0.01","","0.30","29,400.00",""
"17/06/2009","CFAO","0.04","0.03","0.04","0.04","0.00","0.03","0","","","0.00",""
"17/06/2009","CLYD","0.08","0.08","0.08","0.08","0.00","0.08","0","","0.08","0.00",""
"17/06/2009","CMLT","0.16","0.16","0.16","0.16","0.00","0.16","0","","","0.00",""
"17/06/2009","CPC","0.05","0.05","0.05","0.05","0.00","0.05","0","","0.05","0.00",""
"17/06/2009","EBG","2.88","1.97","2.00","2.00","0.00","2.05","0.05","","2.05","1,200.00",""
"17/06/2009","EIC","3.14","2.63","2.66","2.66","0.00","2.63","0","","2.63","0.00",""
"17/06/2009","ETI","0.45","0.19","0.20","0.20","0.00","0.19","-0.01","","0.19","2,300.00",""
"17/06/2009","FML","4.50","2.50","2.76","2.76","0.00","2.80","0","","","5,600.00",""
"17/06/2009","GCB","1.10","0.48","0.49","0.49","0.00","0.50","0","","0.50","13,500.00",""
"17/06/2009","GGBL","2.00","1.51","1.77","1.77","0.00","1.51","0","","1.50","0.00",""
"17/06/2009","GOIL","0.32","0.24","0.28","0.28","0.00","0.24","0","","0.24","0.00",""
"17/06/2009","GSR","3.10","3.10","3.10","3.10","0.00","3.10","0","","","0.00",""
"17/06/2009","GWEB","0.05","0.05","0.05","0.05","0.00","0.05","0","","0.05","0.00",""
"17/06/2009","HFC","0.62","0.62","0.62","0.62","0.00","0.62","0","","0.60","0.00",""
"17/06/2009","MLC","0.21","0.21","0.21","0.21","0.00","0.21","0","","","0.00",""
"17/06/2009","PBC","0.21","0.21","0.21","0.21","0.00","0.21","0","","2.10","0.00",""
"17/06/2009","PKL","0.07","0.07","0.07","0.07","0.00","0.07","0","","","0.00",""
"17/06/2009","PZC","1.20","1.10","1.10","1.10","0.00","1.10","0","","1.10","0.00",""
"17/06/2009","SCB","38.00","29.00","32.29","32.29","0.00","29.00","0","","","0.00",""
"17/06/2009","SCB PREF","0.52","0.52","0.52","0.52","0.00","0.52","0","","","0.00",""
"17/06/2009","SG-SSB","0.68","0.49","0.51","0.51","0.00","0.49","0","","0.48","0.00",""
"17/06/2009","SIC","0.50","0.25","0.26","0.26","0.00","0.25","0","","0.25","7,200.00",""
"17/06/2009","SPL","0.05","0.04","0.05","0.05","0.00","0.05","0","","0.05","0.00",""
"17/06/2009","SWL","0.03","0.03","0.03","0.03","0.00","0.03","0","","","0.00",""
"17/06/2009","TBL","1.33","1.33","1.33","1.33","0.00","1.33","0","","","0.00",""
"17/06/2009","TOTAL","7.60","7.60","7.60","7.60","0.00","7.60","0","","7.60","0.00",""
"17/06/2009","TRANSOL","0.11","0.11","0.11","0.11","0.00","0.11","0","","0.10","0.00",""
"17/06/2009","UNIL","4.00","3.50","3.50","3.50","0.00","3.50","0","","","200.00",""
"17/06/2009","UTF","0.33","0.20","0.20","0.20","0.00","0.21","0","","","0.00",""
"16/06/2009","AADS","0.35","0.30","0.31","0.31","0.00","0.31","0","0.31","","0.00",""
"16/06/2009","ABL","0.12","0.12","0.12","0.12","0.00","0.12","0","","0.12","0.00",""
"16/06/2009","ACI","0.10","0.10","0.10","0.10","0.00","0.10","0","","","0.00",""
"16/06/2009","AGA","30.00","30.00","30.00","30.00","0.00","30.00","0","","","0.00",""
"16/06/2009","ALW","0.61","0.50","0.50","0.50","0.00","0.50","0","","0.50","0.00",""
"16/06/2009","AYRTN","0.16","0.16","0.16","0.16","0.00","0.16","0","","0.16","0.00",""
"16/06/2009","BOPP","1.00","0.67","0.68","0.68","0.00","0.67","0","","0.67","0.00",""
"16/06/2009","CAL","0.60","0.26","0.26","0.26","0.00","0.27","0","0.26","0.27","18.20",""
"16/06/2009","CFAO","0.04","0.03","0.04","0.04","0.00","0.03","0","0.03","","0.00",""
"16/06/2009","CLYD","0.08","0.08","0.08","0.08","0.00","0.08","0","","","0.00",""
"16/06/2009","CMLT","0.16","0.16","0.16","0.16","0.00","0.16","0","","","0.00",""
"16/06/2009","CPC","0.05","0.05","0.05","0.05","0.00","0.05","0","","0.05","0.00",""
"16/06/2009","EBG","2.88","1.97","2.00","2.00","0.00","2.05","0.05","2.05","","3,700.00",""
"16/06/2009","EIC","3.14","2.63","2.66","2.66","0.00","2.63","0","","2.60","0.00",""
"16/06/2009","ETI","0.45","0.20","0.22","0.22","0.00","0.20","-0.02","","0.20","42,200.00",""
"16/06/2009","FML","4.50","2.50","2.76","2.76","0.00","2.80","0","2.80","","",""
"16/06/2009","GCB","1.10","0.48","0.49","0.49","0.00","0.50","0","0.50","0.51","7,100.00",""
"16/06/2009","GGBL","2.00","1.51","1.77","1.77","0.00","1.51","-0.26","","1.51","400.00",""
"16/06/2009","GOIL","0.32","0.24","0.28","0.28","0.00","0.24","0","","0.24","0.00",""
"16/06/2009","GSR","3.10","3.10","3.10","3.10","0.00","3.10","0","","3.10","0.00",""
"16/06/2009","GWEB","0.05","0.05","0.05","0.05","0.00","0.05","0","","0.05","0.00",""
